image_path,label
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_1321.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_13383.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_1346.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_13964.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_14252.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_14413.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_14516.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_1455.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_1492.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_1502.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_1558.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_1569.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_1617.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_1620.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_1765.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_1816.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_1862.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_1916.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_199.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2053.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2188.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2204.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2208.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_242.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2479.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2507.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2517.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2590.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2614.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2650.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2693.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2706.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_275.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2793.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2815.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2887.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2903.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2921.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2937.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2973.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_2981.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3006.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3033.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3045.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3093.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3110.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3208.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_326.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3402.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3407.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3409.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3423.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3485.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3488.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3593.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3651.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3677.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_368.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3681.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3742.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3763.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_382.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3826.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3838.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3875.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3877.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3880.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3928.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3942.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_3975.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_4016.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_4159.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_4207.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_4266.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_4290.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_431.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_4441.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_4515.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_4572.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_4602.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_4673.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_4700.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_473.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_477.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_4814.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_4875.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_4919.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_4951.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_4980.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_4998.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_500.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_5093.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_5312.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_5496.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_5661.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_5713.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_574.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_575.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_5771.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_588.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_5927.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_6295.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_6399.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_6931.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_7.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_712.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_7292.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_730.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_735.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_7436.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_7440.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_7613.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_7700.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_7738.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_806.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_8420.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_8491.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_8558.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_8578.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_8585.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_8611.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_8636.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_8637.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_9351.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_9357.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_9399.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_9414.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_949.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_952.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085620-Chihuahua\n02085620_9654.jpg,Chihuahua
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1039.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1058.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1059.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1077.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1085.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1143.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1156.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1191.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1224.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_126.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1267.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1284.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1348.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1350.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1353.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1401.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1425.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_143.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1434.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1460.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1503.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1521.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1528.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1552.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1600.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1610.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1626.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1656.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1665.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1691.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_17.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_172.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1724.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1731.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1750.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1764.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1774.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1778.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1782.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1836.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1848.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1855.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_186.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1890.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_191.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1929.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1949.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_1964.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2010.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2014.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2045.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2074.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2100.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2118.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2128.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2162.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2182.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2207.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2241.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2250.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2255.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2269.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2279.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2293.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_23.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_230.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2323.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2345.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2354.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2428.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2459.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2491.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2549.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2584.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2635.jpg,Japanese_spaniel
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02085782-Japanese_spaniel\n02085782_2640.jpg,Japanese_spaniel
